date,datetime,desc,img,link,media,title
"Nov 27, 2019",2019-11-27,"Pfizer is a leader in the fight against antimicrobial resistance (AMR) and work with health professionals, policy makers and the public to ensure that antibiotics are ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.thesun.co.uk/news/10382943/why-pfizer-uk-is-making-the-next-generation-front-and-centre-in-the-fight-against-antimicrobial-resistance/,The Sun,Why Pfizer UK is making the next generation front and centre in the fight against antimicrobial resistance
"Nov 12, 2019",2019-11-12,"Australian drug maker Juno Pharmaceuticals has hit back at claims it is infringing the patent for US-based Pfizer's post-operative pain killer Dynastat, saying the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.lawyerly.com.au/juno-challenges-validity-of-patent-for-pfizers-pain-drug-dynastat/,,Juno challenges validity of patent for Pfizer's pain drug Dynastat
"Nov 4, 2019",2019-11-04,Pfizer 's Wyeth unit and Sun Pharmaceutical have settled a patent-infringement lawsuit in which Wyeth accused Sun's proposed generic version of a leukemia ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://news.bloomberglaw.com/pharma-and-life-sciences/pfizer-and-sun-settle-patent-lawsuit-on-bosulif-leukemia-drug,,Pfizer and Sun Settle Patent Lawsuit on Bosulif Leukemia Drug
"Nov 18, 2019",2019-11-18,"Now, eight years on from Pfizer's exit, Sandwich is showing signs of a full-blown recovery. 'I don't get many bookings from Discovery Park'. Businesses' in ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.kentlive.news/news/kent-news/sandwich-small-kent-town-forced-3552067,Kent Live,Sandwich: The small Kent town forced to rebuild after Pfizer left and took thousands of jobs
"Nov 22, 2019",2019-11-22,Pfizer's aging Xalkori is the drug to beat in ALK-positive non-small cell lung cancer arena. And that's just the arena Takeda is aiming for with earlier use of its ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/marketing/takeda-eyes-alunbrig-earlier-lung-cancer-use-as-2-year-data-trounce-pfizer-s-xalkori,FiercePharma,Takeda eyes Alunbrig earlier lung cancer use as 2-year data ...
"Nov 14, 2019",2019-11-14,"... a division of Pfizer, will be Viatris (pronounced 'viǝ-trīs). Deriving its name from Latin, Viatris embodies the new company's goal of providing a path—""VIA""—to ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biospectrumasia.com/news/83/14888/mylan-and-pfizer-announce-viatris-as-new-company-name-.html,BSA bureau,Mylan and Pfizer announce Viatris as new company name
"Nov 15, 2019",2019-11-15,"Citing data from an ongoing study (A3921133), the European Medicines Agency recommends that Pfizer's (NYSE:PFE) rheumatoid arthritis med Xeljanz ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://seekingalpha.com/news/3519731-ema-cautions-on-pfizers-xeljanz,Seeking Alpha,EMA cautions on Pfizer's Xeljanz
"Nov 25, 2019",2019-11-25,"The Bristol-Myers Squibb-Pfizer Alliance recently unveiled the study, called ... in trials,” added Rod MacKenzie, PhD, Pfizer's Chief Development Officer and ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://mhealthintelligence.com/news/pharma-alliance-launches-mhealth-study-targeting-seniors-and-afib,mHealthIntelligence.com,Pharma Alliance Launches mHealth Study Targeting Seniors and AFib
"Nov 28, 2019",2019-11-28,"Pfizer Inc. Eli Lilly & Company; Johnson & Johnson. Key Competitive Facts. Leading products like Aricept, Exelon, and Reminyl dominate the industry; Aricept ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.prnewswire.com/news-releases/analysis-on-the-world-alzheimers-therapeutics-market-2019-2025---eisai-co-novartis-pfizer-eli-lilly--company-and-johnson--johnson-are-dominating-300966121.html,,Analysis on the World Alzheimer's Therapeutics Market 2019 ...
"Nov 15, 2019",2019-11-15,The new investment from GSK reflects an August agreement with Pfizer to form a joint venture to develop over-the-counter health care items. The two companies ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",http://m.richmondfreepress.com/news/2019/nov/15/gsk-add-150-jobs-city-research-center/,Richmond Free Press,GSK to add 150 jobs at city research center
"Nov 27, 2019",2019-11-27,"The announcement follows the startup's work with Pfizer to support patients receiving treatment for rheumatoid arthritis. Last week, at Slush, MobiHealthNews sat ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.mobihealthnews.com/news/emea/popit-cofounder-talks-expansion-plans-new-pharma-collaborations,MobiHealthNews,"Popit cofounder talks expansion plans, new pharma ..."
"Nov 21, 2019",2019-11-21,"Pfizer has said it expects to recover from the shortage in January. Teva says it will reintroduce the product and, by manufacturing it in a U.S. plant, will have its ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/manufacturing/shortage-childhood-cancer-drug-hot-top-during-senate-hearing-for-new-head-fda,FiercePharma,Shortage of childhood cancer drug hot topic during Senate ...
"Nov 30, 2019",2019-11-30,"Through the “CARe for Cancer” program, Pfizer Philippines Foundation Inc. seeks to address this problem and ease the burden of travel for breast cancer ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",http://manilastandard.net/business/biz-plus/311363/pfizer-treats-breast-cancer-patients-to-free-rides.html,,Pfizer treats breast cancer patients to free rides
"Nov 25, 2019",2019-11-25,For Pfizer––which found unprecedented success marketing the blockbuster cholesterol-blaster Lipitor––the marketing dovetail might seem an obvious choice with ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/amarin-for-20b-novartis-medco-deal-drives-fresh-buyout-rumors-for-fish-oil-derivative,FiercePharma,Amarin for $20B? Novartis' MedCo deal drives fresh buyout ...
"Nov 10, 2019",2019-11-10,"Disclosure: This clinical trial was supported by Pfizer, Inc. Please see the original reference for a full list of authors' disclosures. Visit Rheumatology Advisor for live ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.rheumatologyadvisor.com/home/conference-highlights/acr-2019/improved-clinical-disease-scores-with-interleukin-inhibitor-in-rheumatoid-arthritis/,Rheumatology Advisor,Improved Clinical Disease Scores With IRAK4 Inhibitor in ...
"Nov 20, 2019",2019-11-20,"Pfizer could be on the lookout to bolster its lineup. Like Novartis, Pfizer probably doesn't have enough cash to fully fund an acquisition of Amarin. But Pfizer does ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2019/11/20/looking-for-a-biotech-stock-thats-an-ideal-buyout.aspx,Motley Fool,Looking for a Biotech Stock That's an Ideal Buyout Candidate? This Is It.
"Nov 14, 2019",2019-11-14,"The 39-year-old Bernardsville resident has been with Pfizer for the last ten years, where he heads the Global Corporate Affairs team in the Oncology division.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://newjerseyglobe.com/legislature/ribeiro-enters-race-for-bucco-assembly-seat/,New Jersey Globe,Ribeiro enters race for Bucco Assembly seat
"Nov 15, 2019",2019-11-15,A joint press release from Bristol Myers Squibb and Pfizer has highlighted the findings of an artificial intelligence (AI)-based machine learning (ML) technique ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://cardiacrhythmnews.com/study-suggests-routine-use-of-ai-based-machine-learning-algorithms-could-increase-detection-of-undiagnosed-af/,Cardiac Rhythm News,AI-based ML algorithms could increase detection of ...
"Nov 25, 2019",2019-11-25,"Pfizer's ALK inhibitor Xalkori is facing a further challenge from Takeda newcomer Alunbrig, which outperformed it in a phase 3 trial. Takeda has reported ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://pharmaphorum.com/news/takeda-sets-sights-on-first-line-lung-cancer-market-with-new-alunbrig-data/,,Takeda sets sights on first-line lung cancer market with new ...
"Nov 21, 2019",2019-11-21,"GlaxoSmithKline and Pfizer this year combined their consumer health outfits in a massive joint venture, and within three years, GSK plans to spin the company ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/sanofi-looking-at-options-for-consumer-healthcare-unit-after-exits-by-pfizer-novartis-and,FiercePharma,Sanofi CEO's strategy blueprint may include consumer health ...
"Nov 19, 2019",2019-11-19,Pfizer recently announced that it completed a study of topical crisaborole (Eucrisa) in atopic dermatitis patients younger than two years. “It appeared safe but we ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.dermatologytimes.com/view/pipeline-full-agents-various-phases-development,,Pipeline full with agents in various phases of development
"Nov 13, 2019",2019-11-13,"Pfizer, the other manufacturer of the drug also recently reported issues making the drug, but in the middle of October announced it was ramping up production ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.forbes.com/sites/victoriaforster/2019/11/13/teva-pharma-resumes-vincristine/,Forbes,Teva Pharmaceuticals To Resume Production Of Scarce Childhood Cancer Drug Vincristine
"Nov 7, 2019",2019-11-07,"Celltrion and Teva – which partners the drug in the US and Canada – held off launching their product before a date agreed by Roche, while Pfizer has indicated it ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://pharmaphorum.com/news/first-rituxan-biosimilar-truxima-set-to-makes-its-debut-in-us/,pharmaphorum,First Rituxan biosimilar Truxima set to make its debut in US -
"Nov 21, 2019",2019-11-21,"Prashad brings the scientific expertise he garnered during his 25 years at Pfizer/Wyeth/Lederle on Pfizer's former Pearl River campus, purchased by IRG and ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.rocklandtimes.com/2019/11/21/ny-center-for-innovation-welcomes-new-contract-biotech-company/,Rockland County Times,NY Center for Innovation welcomes new contract biotech ...
"Nov 4, 2019",2019-11-04,"Effective January 1, 2020, patients who are receiving the reference epoetin alfa, Epogen or Procrit, will be required to switch to Pfizer's biosimilar, Retacrit.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.centerforbiosimilars.com/view/unitedhealthcare-patients-will-switch-to-biosimilar-epoetin-alfa-in-2020,The Center for Biosimilars,UnitedHealthcare Patients Will Switch to Biosimilar Epoetin ...
"Nov 15, 2019",2019-11-15,"New Delhi: Mylan N.V. and Pfizer Inc. recently announced that the name of the new company to be formed by the planned combination of Mylan and Upjohn, ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://business.medicaldialogues.in/mylan-pfizer-say-mylan-upjohn-combined-entity-to-be-known-as-viatris,Medical Dialogues,"Mylan, Pfizer say Mylan-Upjohn combined entity to be known as Viatris"
"Nov 21, 2019",2019-11-21,"... with Pfizer Inc. and Shionogi Limited as shareholders, today announced that the company will be developing the investigational broadly neutralising antibody ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20191121005556/en/ViiV-Healthcare-announces-exclusive-licensing-agreement-with-the-National-Institutes-of-Health-for-investigational-%E2%80%9CbNAb%E2%80%9D-with-potential-for-long-acting-HIV-treatment-and-prevention,Business Wire,ViiV Healthcare announces exclusive licensing agreement ...
"Nov 2, 2019",2019-11-02,"In August 2019, GSK announced the completion of its transaction with Pfizer to combine consumer healthcare businesses into a world-leading consumer ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.pharmaceuticalonline.com/doc/gsk-to-invest-m-to-expand-consumer-r-d-center-in-virginia-0001,,GSK To Invest $16.7M To Expand Consumer R&D Center In ...
"Nov 8, 2019",2019-11-08,"In addition, preliminary tests from the high-dose group indicate similar activity of SB-525-derived FVIII and the clotting factor provided by Xyntha, Pfizer's ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://hemophilianewstoday.com/2019/11/08/updated-alta-trial-results-support-continued-advancement-sb-525-gene-therapy-hemophilia-a/,Hemophilia News Today,Updated Alta Trial Results Support SB-525 Gene Therapy for ...
"Nov 19, 2019",2019-11-19,"Pfizer, which developed Abrilada, is working to bring the therapy to patients in the U.S. as soon as possible, and expects the medication to be available in 2023.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://juvenilearthritisnews.com/2019/11/19/fda-approves-pfizers-abrilada-biosimilar-humira-jia-other-disorders/,Juvenile Arthritis News,"FDA Approves Abrilada, Biosimilar to Humira, for JIA and Other..."
"Nov 21, 2019",2019-11-21,"Although this plan was not implemented, Pfizer gradually shifted its portfolio towards biologics, reaching a current point where the balance is '50-50', the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biopharma-reporter.com/Article/2019/11/21/Industry-executives-on-the-prevalence-of-biologics,BioPharma-Reporter.com,Industry executives on the prevalence of biologics
"Nov 1, 2019",2019-11-01,"Then there is Pfizer's Mylotarg (gemtuzumab ozogamicin), which is perhaps the best example of the ebb and flow seen in the ADC sector. Wyeth and partner ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://bioprocessintl.com/bioprocess-insider/therapeutic-class/from-mylotarg-to-polivy-ebbs-and-flows-successes-and-woes-of-adcs/,BioProcess Insider,"Ebbs and flows, successes and woes of ADCs - Bioprocess ..."
"Nov 12, 2019",2019-11-12,The halt pushes Solid Biosciences further behind Sarepta Therapeutics Inc and Pfizer Inc in the race to develop the first gene therapy for DMD. The fact that ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.reuters.com/article/us-solid-bioscience-fda/solid-biosciences-shares-plummet-as-gene-therapy-trial-halted-again-idUSKBN1XM1KH,,Solid Biosciences shares plummet as gene therapy trial halted ...
"Nov 7, 2019",2019-11-07,"Pfizer had, in a letter to some hospitals across Nigeria last week, advised that Xalatan 0.0005 per cent eye drop solution be recalled immediately at patients' ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.thisdaylive.com/index.php/2019/11/07/we-recalled-xalatan-due-to-counterfeiting-in-open-market-says-pfizer/,THISDAY Newspapers,"We Recalled Xalatan Due to Counterfeiting in Open Market, Says Pfizer"
"Nov 11, 2019",2019-11-11,ATM-AVI is a drug candidate under development and supported by public-private partnerships between Pfizer and the Biomedical Advanced Research and ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.prnewswire.com/news-releases/allergan-receives-fda-qualified-infectious-disease-product-qidp-designation-and-fast-track-designation-for-atm-avi-aztreonam-and-avibactam-for-antibiotic-resistant-gram-negative-infections-300955166.html,PRNewswire,Allergan Receives FDA Qualified Infectious Disease Product ...
"Nov 19, 2019",2019-11-19,The pharma sector veteran has also worked at AbbVie and Pfizer. News.,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.prweek.com/article/1666294/group-vp-gulden-mesara-dogan-exit-walgreens-boots-alliance,PRWeek,Group VP Gulden Mesara-Dogan to exit Walgreens Boots ...
"Nov 14, 2019",2019-11-14,"Ringaskiddy was Pfizer's first Irish location. Since then, the company has expanded to six sites in the country, including in Little Island. From an initial investment of ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.irishexaminer.com/business/arid-30962950.html,Irish Examiner,Cork County on the Rise: Big pharma feels at home in Cork
"Nov 16, 2019",2019-11-16,Exact Sciences' partnership with Pfizer where the big drugmaker's sales team promotes Cologuard is still picking up momentum. The company recently obtained ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2019/11/16/better-buy-exact-sciences-vs-illumina.aspx,Motley Fool,Better Buy: Exact Sciences vs. Illumina
"Nov 18, 2019",2019-11-18,"Teva's decision to stop manufacturing vincristine and Pfizer's manufacturing woes drew intense media attention and left physicians scrambling, as there are ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.medscape.com/viewarticle/921519,,"After Backlash, Teva Will Resume Production of Vincristine"
"Nov 7, 2019",2019-11-07,“Pfizer was in the process of centralizing its regional headquarters in New York and needed internationally focused talent to define and drive the new ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.bizjournals.com/dallas/news/2019/11/07/carol-stuckley-ipsen.html,Dallas Business Journal,Carol Stuckley says her success at her old job led directly to her getting her current job - Dallas
"Nov 14, 2019",2019-11-14,"Pfizer recently agreed to merge its generics business, Upjohn, with Mylan (MYL), in a transaction that will tentatively give PFE investors 57% of the combined ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://wtop.com/news/2019/11/7-low-risk-dividend-stocks-to-buy-for-retirees/,,7 Low-Risk Dividend Stocks to Buy for Retirees
"Nov 1, 2019",2019-11-01,"Pfizer had unsuccessfully sought to dismiss the action as an abuse of process, and most recently, the Federal Court of Appeal dismissed Pfizer's appeal (see ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.jdsupra.com/legalnews/update-on-biosimilars-in-canada-october-55534/,JD Supra,Update on biosimilars in Canada – October 2019 | Smart & Biggar
"Nov 26, 2019",2019-11-26,"9 public meeting, AbbVie and Pfizer come off a bit better than they did before. Still, they and the seven other pharma companies that play in the RA space are ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/icer-gets-board-abbvie-s-rinvoq-for-ra-but-frets-over-fair-pricing-next-gen-drugs,FiercePharma,ICER gets on board with AbbVie's Rinvoq for RA but frets over ...
"Nov 18, 2019",2019-11-18,Sanofi Genzyme's Lemtrada and Pfizer's Xeljanz receive label restrictions. 18th November 2019.,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",http://www.pmlive.com/pharma_news/novartis_mayzent_and_roches_polivy_lead_chmp_recommendations_1317301,PMLiVE,Novartis' Mayzent and Roche's Polivy lead CHMP ...
"Nov 8, 2019",2019-11-08,"EMD Serono and Pfizer previously reported results from the phase III JAVELIN Gastric 300 trial, in which avelumab did not improve OS compared with ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.onclive.com/view/avelumab-falls-short-as-frontline-maintenance-for-gastricgej-cancer,,Avelumab Falls Short as Frontline Maintenance for Gastric ...
"Nov 2, 2019",2019-11-02,"18 letter on the FDA website, Pfizer said it was ""expediting shipments"" of the drug and expected ""to fully meet market need."" Janet Woodcock, director for the U.S. ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.nbcnews.com/health/health-news/u-s-hospitals-fda-grapple-shortages-life-saving-drugs-n1074821,NBC News,"U.S. hospitals, FDA grapple with shortages of lifesaving drugs"
"Nov 13, 2019",2019-11-13,"In 2004, Abbott spun off a hospital-products business into a stand-alone company called Hospira, which Pfizer later acquired for $17 billion. And in 2013, Abbott ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.startribune.com/new-abbott-labs-ceo-has-deep-background-in-medical-devices/564887782/,Minneapolis Star Tribune,New Abbott Labs CEO has deep background in medical devices
"Nov 13, 2019",2019-11-13,"Keeping with this theme, Vascepa has the potential to generate annual sales larger than those of Pfizer's (NYSE:PFE) megablockbuster cholesterol medicine ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2019/11/13/amarins-risk-to-reward-ratio-rebalanced-time-to-bu.aspx,Motley Fool,Amarin's Stock Could Reach $50 Per Share Soon
"Nov 5, 2019",2019-11-05,"Panadol by GSK and Pfizer's Advil, Centrum, and Caltrate. A $675,000 grant from the Commonwealth's Opportunity Fund was approved by Gov. Northam to ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.powderbulksolids.com/wire-cloth/gsk-open-16m-consumer-healthcare-rd-facility,Powder Bulk Solids,GSK to Open $16M Consumer Healthcare R&D Facility
"Nov 14, 2019",2019-11-14,"The picture is complicated further by Pfizer's merger with Wyeth (which added animal health solutions) in 2009, so I've used the figures for the legacy Pfizer animal ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2019/11/14/3-recession-ready-stocks-to-buy-right-now.aspx,Motley Fool,3 Recession-Ready Stocks to Buy Right Now
"Nov 27, 2019",2019-11-27,"All About The Upjohn Merger Â· In estimating Upjohn's EBITDA, I assumed (1) it represented about 37% of Pfizer's total Q3 2018 operating income and 30% of its ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://seekingalpha.com/article/4309525-upside-ahead-for-mylan,Seeking Alpha,More Upside Ahead For Mylan
"Nov 25, 2019",2019-11-25,Pfizer operates the business across segments such as Pfizer Innovative Health and Pfizer Essential Health. PREVNAR 13 is one of the key offerings of the ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20191125005370/en/Global-Human-Vaccine-Market-2018-2022-Evolving-Opportunities-with-GlaxoSmithKline-and-Merck-Technavio,Business Wire,Global Human Vaccine Market 2018-2022 | Evolving ...
"Nov 15, 2019",2019-11-15,"That's because deep inside the archives of Pfizer's drug portfolio is a new medication called Vyndagel, which treats a frequently undiagnosed form of congestive ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.forbes.com/sites/moneyshow/2019/11/15/out-of-favor-drugs-stocks-may-be-the-right-medicine-for-your-portfolio/,Forbes,Out-Of-Favor Drugs Stocks May Be The Right Medicine For Your Portfolio
"Nov 20, 2019",2019-11-20,"Phase 3 dosing is expected to begin in the first half of 2020, Bourla said on Pfizer's third quarter earnings call. For its part, Sangamo will also present updated data ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biopharmadive.com/news/hemophilia-gene-therapy-state-of-play-biomarin-spark-sangamo/567558/,BioPharma Dive,The hemophilia gene therapy race faces a critical year in 2020
"Nov 5, 2019",2019-11-05,"While we leveraged the research from Pfizer to launch Allogene, we have built the company from the ground up. In parallel, we have initiated the build-out of ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.globenewswire.com/news-release/2019/11/05/1941069/0/en/Allogene-Therapeutics-Reports-Third-Quarter-2019-Financial-Results.html,,Allogene Therapeutics Reports Third Quarter 2019 Financial ...
"Nov 12, 2019",2019-11-12,What are the differences between Pfizer and Moderna COVID vaccines? What are the differences between Pfizer and Moderna COVID vaccines?,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.wsmv.com/news/davidson_county/man-charged-with-reckless-homicide-after-fatally-shooting-friend-in-car/article_f0449f74-05ac-11ea-bb9b-fb0095130421.html,WSMV Nashville,Man charged with reckless homicide after fatally shooting friend in car
"Nov 15, 2019",2019-11-15,"These gains also lend more credit to the ongoing speculation that Pfizer, among other companies, is interested in a possible buyout of Amarin. Amarin is looking ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",http://www.pmlive.com/pharma_news/amarin_wins_fda_advisory_nod_for_vascepa_cardiovascular_expansion_1317111,PMLiVE,Amarin wins FDA advisory nod for Vascepa cardiovascular ...
"Nov 8, 2019",2019-11-08,"RG6206 adds to the list of drugs that have now failed in trials, which also includes Pfizer's domagrozumab forerunner stamulumab which was dropped from ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://pharmaphorum.com/news/roche-joins-others-in-dropping-myostatin-inhibitor-for-dmd/,pharmaphorum,Roche joins others in dropping myostatin inhibitor for DMD -
"Nov 21, 2019",2019-11-21,"Once the data is aggregated, this will enhance the creation of all Pfizer's medications for Parkinson's. Right now, there are three main challenges for drug firms like ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",http://www.pmlive.com/blogs/digital_intelligence/archive/2019/four_digital_health_trends_set_to_reinvent_and_re-energise_pharma,PMLiVE,Four digital health trends set to reinvent and re-energise pharma
"Nov 21, 2019",2019-11-21,Drug companies including Sanofi S.A. and Pfizer Inc. have brought in some of the nation's top defense attorneys in more than two dozen lawsuits brought over ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.law.com/2019/11/21/top-defense-team-appears-for-drug-companies-sued-over-zantac-recall/,Law.com,Top Defense Team Appears for Drug Companies Sued Over ...
"Nov 10, 2019",2019-11-10,"With Anaptysbio's phase IIb failure with etokimab in AD, Pfizer and Dermira ... of two monotherapy trials in Pfizer's JAK1 Atopic Dermatitis Efficacy and Safety ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.bioworld.com/articles/431007-shares-sink-as-anaptysbio-study-fails-to-hit-the-primary-endpoint-in-ad-trial,BioWorld Online,Shares sink as Anaptysbio study fails to hit the primary ...
